title,url,matching_questions,similarity,emb_file,graph_file
Worst cabinet-level appointment in history': Bolton on Trump picking Gabbard,https://www.youtube.com/watch?v=E_3lrQWB47c,Will Tulsi Gabbard  be a member of the Trump administration?,0.7455532550811768,data/emb_0018.pt,data/graph_0018.pt
Worst cabinet-level appointment in history': Bolton on Trump picking Gabbard,https://www.youtube.com/watch?v=E_3lrQWB47c,Trump nominates Tulsi Gabbard to Cabinet?,0.6980655193328857,data/emb_0018.pt,data/graph_0018.pt
Worst cabinet-level appointment in history': Bolton on Trump picking Gabbard,https://www.youtube.com/watch?v=E_3lrQWB47c,Will Trump nominate Tulsi Gabbard for Secretary of Veterans Affairs?,0.6608799695968628,data/emb_0018.pt,data/graph_0018.pt
Where do you think I lost my legs?': Senator fires back at Trump's DOD pick,https://www.youtube.com/watch?v=5GEv5MG8ep0,Will Trump nominate  Matt Rosendale for Secretary of Veterans Affairs?,0.6438001990318298,data/emb_0022.pt,data/graph_0022.pt
Where do you think I lost my legs?': Senator fires back at Trump's DOD pick,https://www.youtube.com/watch?v=5GEv5MG8ep0,Pete Hegseth confirmed as Secretary of Defense?,0.6415634155273438,data/emb_0022.pt,data/graph_0022.pt
Where do you think I lost my legs?': Senator fires back at Trump's DOD pick,https://www.youtube.com/watch?v=5GEv5MG8ep0,Will Trump nominate Tulsi Gabbard for Secretary of Veterans Affairs?,0.6078487634658813,data/emb_0022.pt,data/graph_0022.pt
See reactions to Trump's pick of Matt Gaetz for attorney general,https://www.youtube.com/watch?v=TXaowYnxR_U,Matt Gaetz confirmed as Attorney General?,0.7422763109207153,data/emb_0025.pt,data/graph_0025.pt
See reactions to Trump's pick of Matt Gaetz for attorney general,https://www.youtube.com/watch?v=TXaowYnxR_U,Will Trump nominate Eric Schmitt for Attorney General?,0.659473717212677,data/emb_0025.pt,data/graph_0025.pt
See reactions to Trump's pick of Matt Gaetz for attorney general,https://www.youtube.com/watch?v=TXaowYnxR_U,Will Trump nominate Matthew G. Whitaker for Attorney General?,0.6263235807418823,data/emb_0025.pt,data/graph_0025.pt
See reactions to Trump's pick of Matt Gaetz for attorney general,https://www.youtube.com/watch?v=TXaowYnxR_U,Will Trump nominate Mike Davis for Attorney General?,0.6233305931091309,data/emb_0025.pt,data/graph_0025.pt
See reactions to Trump's pick of Matt Gaetz for attorney general,https://www.youtube.com/watch?v=TXaowYnxR_U,Will Trump nominate Jeff Clark for Attorney General?,0.6132041215896606,data/emb_0025.pt,data/graph_0025.pt
See reactions to Trump's pick of Matt Gaetz for attorney general,https://www.youtube.com/watch?v=TXaowYnxR_U,Will Trump nominate Todd Blanche for Attorney General?,0.6099383234977722,data/emb_0025.pt,data/graph_0025.pt
See reactions to Trump's pick of Matt Gaetz for attorney general,https://www.youtube.com/watch?v=TXaowYnxR_U,Will Trump nominate Jeffrey Jensen for Attorney General?,0.6058332920074463,data/emb_0025.pt,data/graph_0025.pt
See reactions to Trump's pick of Matt Gaetz for attorney general,https://www.youtube.com/watch?v=TXaowYnxR_U,Will Trump nominate Will Levi for Attorney General?,0.6029817461967468,data/emb_0025.pt,data/graph_0025.pt
See reactions to Trump's pick of Matt Gaetz for attorney general,https://www.youtube.com/watch?v=TXaowYnxR_U,Will Trump nominate John Ratcliffe for Attorney General?,0.601675271987915,data/emb_0025.pt,data/graph_0025.pt
Conway explains why Gaetz is the 'perfect' AG for Trump,https://www.youtube.com/watch?v=AeLzc8H5JH8,Will Trump nominate Mike Davis for Attorney General?,0.6390066146850586,data/emb_0034.pt,data/graph_0034.pt
Conway explains why Gaetz is the 'perfect' AG for Trump,https://www.youtube.com/watch?v=AeLzc8H5JH8,Will Trump nominate Will Levi for Attorney General?,0.613825798034668,data/emb_0034.pt,data/graph_0034.pt
Conway explains why Gaetz is the 'perfect' AG for Trump,https://www.youtube.com/watch?v=AeLzc8H5JH8,Will Trump nominate Mike Lee for Attorney General?,0.6082744598388672,data/emb_0034.pt,data/graph_0034.pt
National Security expert reacts to Trump picking Tulsi Gabbard for Director of National Intelligence,https://www.youtube.com/watch?v=nSkKGWMeymw,Will Trump nominate Tulsi Gabbard for Homeland Security Secretary?,0.6140594482421875,data/emb_0037.pt,data/graph_0037.pt
Honig on why he thinks Matt Gaetz is a crazy pick' for attorney general,https://www.youtube.com/watch?v=OSwY0jqq1bE,Matt Gaetz confirmed as Attorney General?,0.716041624546051,data/emb_0038.pt,data/graph_0038.pt
Honig on why he thinks Matt Gaetz is a crazy pick' for attorney general,https://www.youtube.com/watch?v=OSwY0jqq1bE,Will Trump nominate Matthew G. Whitaker for Attorney General?,0.6128526926040649,data/emb_0038.pt,data/graph_0038.pt
Dangerously unqualified': Congressman issues stark warning after Trump picks Gaetz for AG,https://www.youtube.com/watch?v=87oUGjKAxRY,Will Trump nominate Will Levi for Attorney General?,0.636883020401001,data/emb_0040.pt,data/graph_0040.pt
Dangerously unqualified': Congressman issues stark warning after Trump picks Gaetz for AG,https://www.youtube.com/watch?v=87oUGjKAxRY,Will Trump nominate Jeff Clark for Attorney General?,0.6087692975997925,data/emb_0040.pt,data/graph_0040.pt
Dangerously unqualified': Congressman issues stark warning after Trump picks Gaetz for AG,https://www.youtube.com/watch?v=87oUGjKAxRY,Will Trump nominate Eric Schmitt for Attorney General?,0.6051114797592163,data/emb_0040.pt,data/graph_0040.pt
Dangerously unqualified': Congressman issues stark warning after Trump picks Gaetz for AG,https://www.youtube.com/watch?v=87oUGjKAxRY,Will Trump nominate John Ratcliffe for Attorney General?,0.6024870872497559,data/emb_0040.pt,data/graph_0040.pt
Biden to Trump: Welcome back',https://www.youtube.com/watch?v=1Vif2iLsN_o,Will Joe Biden attend presidential inauguration?,0.6703840494155884,data/emb_0044.pt,data/graph_0044.pt
Hear Ty Cobb's reaction to Trump possibly pardoning Jan. 6 rioters,https://www.youtube.com/watch?v=0EXgciZoNXg,Will Trump nominate Marco Rubio for Secretary of State?,0.6343860626220703,data/emb_0045.pt,data/graph_0045.pt
Hear Ty Cobb's reaction to Trump possibly pardoning Jan. 6 rioters,https://www.youtube.com/watch?v=0EXgciZoNXg,Will Trump nominate Steven Mnuchin for Treasury Secretary?,0.6171579360961914,data/emb_0045.pt,data/graph_0045.pt
Hear Ty Cobb's reaction to Trump possibly pardoning Jan. 6 rioters,https://www.youtube.com/watch?v=0EXgciZoNXg,Will Trump nominate Bill Hagerty for Secretary of State?,0.6057454347610474,data/emb_0045.pt,data/graph_0045.pt
Hear Ty Cobb's reaction to Trump possibly pardoning Jan. 6 rioters,https://www.youtube.com/watch?v=0EXgciZoNXg,Trump wins and picks Dimon for Treasury Secretary?,0.6045598387718201,data/emb_0045.pt,data/graph_0045.pt
Hear Ty Cobb's reaction to Trump possibly pardoning Jan. 6 rioters,https://www.youtube.com/watch?v=0EXgciZoNXg,Will Trump nominate Bill Hagerty for Treasury Secretary?,0.6013926267623901,data/emb_0045.pt,data/graph_0045.pt
Bolton: Trump's defense secretary pick is a 'loyalty choice',https://www.youtube.com/watch?v=nja8Gg86gS0,Will Trump nominate Tom Cotton for Defense Secretary?,0.6626412272453308,data/emb_0050.pt,data/graph_0050.pt
Bolton: Trump's defense secretary pick is a 'loyalty choice',https://www.youtube.com/watch?v=nja8Gg86gS0,Will Trump nominate Robert OBrien for Defense Secretary?,0.6361425518989563,data/emb_0050.pt,data/graph_0050.pt
Bolton: Trump's defense secretary pick is a 'loyalty choice',https://www.youtube.com/watch?v=nja8Gg86gS0,Will Trump nominate Mike Pompeo for Defense Secretary?,0.625984787940979,data/emb_0050.pt,data/graph_0050.pt
Bolton: Trump's defense secretary pick is a 'loyalty choice',https://www.youtube.com/watch?v=nja8Gg86gS0,Will Trump nominate Mike Gallagher for Defense Secretary?,0.6246440410614014,data/emb_0050.pt,data/graph_0050.pt
Bolton: Trump's defense secretary pick is a 'loyalty choice',https://www.youtube.com/watch?v=nja8Gg86gS0,Will Trump nominate Joni Ernst for Defense Secretary?,0.6121721267700195,data/emb_0050.pt,data/graph_0050.pt
Bolton: Trump's defense secretary pick is a 'loyalty choice',https://www.youtube.com/watch?v=nja8Gg86gS0,Will Trump nominate Christopher Miller for Defense Secretary?,0.6017467379570007,data/emb_0050.pt,data/graph_0050.pt
Experts react to Trump picking loyalists to serve in his incoming administration,https://www.youtube.com/watch?v=LbhF7lQCKBI,Will Trump nominate  David M. Friedman for Israeli Ambassador?,0.6631041169166565,data/emb_0056.pt,data/graph_0056.pt
Experts react to Trump picking loyalists to serve in his incoming administration,https://www.youtube.com/watch?v=LbhF7lQCKBI,Will Trump nominate Peter Deutsch for Israeli Ambassador?,0.642851710319519,data/emb_0056.pt,data/graph_0056.pt
Experts react to Trump picking loyalists to serve in his incoming administration,https://www.youtube.com/watch?v=LbhF7lQCKBI,Will Trump nominate Mike Gallagher for Defense Secretary?,0.6369926333427429,data/emb_0056.pt,data/graph_0056.pt
Experts react to Trump picking loyalists to serve in his incoming administration,https://www.youtube.com/watch?v=LbhF7lQCKBI,Will Trump nominate Howard Lutnick for Israeli Ambassador?,0.6365012526512146,data/emb_0056.pt,data/graph_0056.pt
Experts react to Trump picking loyalists to serve in his incoming administration,https://www.youtube.com/watch?v=LbhF7lQCKBI,Will Trump nominate Joni Ernst for Defense Secretary?,0.6319088935852051,data/emb_0056.pt,data/graph_0056.pt
Experts react to Trump picking loyalists to serve in his incoming administration,https://www.youtube.com/watch?v=LbhF7lQCKBI,Will Trump nominate Tulsi Gabbard for Homeland Security Secretary?,0.6295776963233948,data/emb_0056.pt,data/graph_0056.pt
Experts react to Trump picking loyalists to serve in his incoming administration,https://www.youtube.com/watch?v=LbhF7lQCKBI,Will Trump nominate Thomas Homan for Homeland Security Secretary?,0.6280065178871155,data/emb_0056.pt,data/graph_0056.pt
Experts react to Trump picking loyalists to serve in his incoming administration,https://www.youtube.com/watch?v=LbhF7lQCKBI,Will Trump nominate Mark Morgan for Homeland Security Secretary?,0.6219639182090759,data/emb_0056.pt,data/graph_0056.pt
Experts react to Trump picking loyalists to serve in his incoming administration,https://www.youtube.com/watch?v=LbhF7lQCKBI,Will Trump nominate Robert OBrien for Defense Secretary?,0.6174749135971069,data/emb_0056.pt,data/graph_0056.pt
Experts react to Trump picking loyalists to serve in his incoming administration,https://www.youtube.com/watch?v=LbhF7lQCKBI,Will Trump nominate Mike Pompeo for Defense Secretary?,0.6104531288146973,data/emb_0056.pt,data/graph_0056.pt
Experts react to Trump picking loyalists to serve in his incoming administration,https://www.youtube.com/watch?v=LbhF7lQCKBI,Will Trump nominate Bill Hagerty for Treasury Secretary?,0.6070836782455444,data/emb_0056.pt,data/graph_0056.pt
Experts react to Trump picking loyalists to serve in his incoming administration,https://www.youtube.com/watch?v=LbhF7lQCKBI,Will Trump nominate Chad Mizelle for Homeland Security Secretary?,0.605765700340271,data/emb_0056.pt,data/graph_0056.pt
Experts react to Trump picking loyalists to serve in his incoming administration,https://www.youtube.com/watch?v=LbhF7lQCKBI,Will Trump nominate Bill Hagerty for Secretary of State?,0.6051323413848877,data/emb_0056.pt,data/graph_0056.pt
Experts react to Trump picking loyalists to serve in his incoming administration,https://www.youtube.com/watch?v=LbhF7lQCKBI,Will Trump nominate Steven Mnuchin for Treasury Secretary?,0.6041181087493896,data/emb_0056.pt,data/graph_0056.pt
Analyst says Rubio as secretary of state pick puts China at center of Trump's policy,https://www.youtube.com/watch?v=dy91oGUlGiQ,Will Trump nominate Marco Rubio for Secretary of State?,0.8117151260375977,data/emb_0070.pt,data/graph_0070.pt
Analyst says Rubio as secretary of state pick puts China at center of Trump's policy,https://www.youtube.com/watch?v=dy91oGUlGiQ,Will Marco Rubio be a member of the Trump administration?,0.6829696893692017,data/emb_0070.pt,data/graph_0070.pt
Ex-DHS official speaks out about Trump's new border czar,https://www.youtube.com/watch?v=1JOAf8m822A,Will Trump nominate Thomas Homan for Homeland Security Secretary?,0.6606349945068359,data/emb_0072.pt,data/graph_0072.pt
Incoming border czar' details Trump administration's plans to handle illegal immigration,https://www.youtube.com/watch?v=3yzZDJok7vc,Will Trump nominate Thomas Homan for Homeland Security Secretary?,0.6385127305984497,data/emb_0073.pt,data/graph_0073.pt
Fareed's take: Democrats blew it by making three big mistakes,https://www.youtube.com/watch?v=9yx_re0FyZM,Kamala Harris wins the popular vote?,0.6148203015327454,data/emb_0074.pt,data/graph_0074.pt
The goal should be to deport every illegal': GOP senator-elect on Trump's mass deportation plans,https://www.youtube.com/watch?v=TsI3XQlyRUE,Trump deportation executive order on Day 1?,0.6172686815261841,data/emb_0075.pt,data/graph_0075.pt
What Kaitlan Collins is hearing about the all out war' for jobs in Trump's administration,https://www.youtube.com/watch?v=_W3lAyPculo,Will Trump appoint Susie Wiles for White House Press Secretary?,0.7075991630554199,data/emb_0076.pt,data/graph_0076.pt
Who is Susie Wiles? Experts discuss Trump's new White House chief of staff,https://www.youtube.com/watch?v=NenNx4vDbio,Will Trump appoint Susie Wiles for White House Press Secretary?,0.7002314329147339,data/emb_0077.pt,data/graph_0077.pt
Harris speaks with Trump and concedes 2024 race,https://www.youtube.com/watch?v=Bqhp-hmpLW0,Kamala Harris wins the popular vote?,0.6259274482727051,data/emb_0078.pt,data/graph_0078.pt
Kara Swisher issues warning about Elon Musk after Trump win,https://www.youtube.com/watch?v=uWISCJiQupY,Trump nominates Elon Musk to Cabinet?,0.6096551418304443,data/emb_0079.pt,data/graph_0079.pt
CNN projects Donald Trump wins critical battleground state of Pennsylvania,https://www.youtube.com/watch?v=AvqohCB-1Uw,Will Donald Trump win the popular vote in the 2024 Presidential Election?,0.6244192123413086,data/emb_0080.pt,data/graph_0080.pt
CNN projects Donald Trump wins critical battleground state of Pennsylvania,https://www.youtube.com/watch?v=AvqohCB-1Uw,Trump eligible to vote in the election?,0.6072751879692078,data/emb_0080.pt,data/graph_0080.pt
CNN projects Donald Trump wins critical battleground state of Pennsylvania,https://www.youtube.com/watch?v=AvqohCB-1Uw,Will Trump get 82-84m votes in the 2024 U.S. Presidential Election?,0.600033164024353,data/emb_0080.pt,data/graph_0080.pt
CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,Will the Republican candidate win North Carolina by 0%-1.0%?,0.6768819093704224,data/emb_0083.pt,data/graph_0083.pt
CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,Will the Democratic candidate win North Carolina by 0%-1.0%?,0.6654810905456543,data/emb_0083.pt,data/graph_0083.pt
CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,Will the Republican candidate win North Carolina by 2.0%-3.0%?,0.6637160181999207,data/emb_0083.pt,data/graph_0083.pt
CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,Will the Republican candidate win North Carolina by 1.0%-2.0%?,0.6596395969390869,data/emb_0083.pt,data/graph_0083.pt
CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,Will the Democratic candidate win North Carolina by 2%-3.0%?,0.6574285626411438,data/emb_0083.pt,data/graph_0083.pt
CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,Will the Republican candidate win North Carolina by 4.0% or more?,0.6569353938102722,data/emb_0083.pt,data/graph_0083.pt
CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,Will the Democratic candidate win North Carolina by 1%-2.0%?,0.6541116833686829,data/emb_0083.pt,data/graph_0083.pt
CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,Will the Republican candidate win North Carolina by 3.0%-4.0%?,0.6502078175544739,data/emb_0083.pt,data/graph_0083.pt
CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,Will the Democratic candidate win North Carolina by 3%-4.0%?,0.6469254493713379,data/emb_0083.pt,data/graph_0083.pt
CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,Will the Democratic candidate win North Carolina by 4.0% or more?,0.6418198943138123,data/emb_0083.pt,data/graph_0083.pt
Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,Will the Republican candidate win North Carolina by 4.0% or more?,0.6339349746704102,data/emb_0093.pt,data/graph_0093.pt
Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,Will the Democratic candidate win North Carolina by 4.0% or more?,0.6306595802307129,data/emb_0093.pt,data/graph_0093.pt
Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,Will the Democratic candidate win North Carolina by 3%-4.0%?,0.6174671649932861,data/emb_0093.pt,data/graph_0093.pt
Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,Will the Republican candidate win North Carolina by 0%-1.0%?,0.6168064475059509,data/emb_0093.pt,data/graph_0093.pt
Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,Will the Republican candidate win North Carolina by 3.0%-4.0%?,0.6124920845031738,data/emb_0093.pt,data/graph_0093.pt
Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,Will the Democratic candidate win North Carolina by 0%-1.0%?,0.6120232343673706,data/emb_0093.pt,data/graph_0093.pt
Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,Will the Republican candidate win North Carolina by 1.0%-2.0%?,0.610047459602356,data/emb_0093.pt,data/graph_0093.pt
Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,Will the Republican candidate win North Carolina by 2.0%-3.0%?,0.6095113754272461,data/emb_0093.pt,data/graph_0093.pt
Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,Will the Democratic candidate win North Carolina by 2%-3.0%?,0.6081135272979736,data/emb_0093.pt,data/graph_0093.pt
Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,Will the Democratic candidate win North Carolina by 1%-2.0%?,0.6076737642288208,data/emb_0093.pt,data/graph_0093.pt
Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,"Trump wins 287-251 - AZ, GA, NV, NC, PA",0.6028046607971191,data/emb_0093.pt,data/graph_0093.pt
Chris Wallace reacts to what we know about 2024 results so far,https://www.youtube.com/watch?v=vCQhf3RslMo,Will the Democratic candidate win Wisconsin by 4.0% or more?,0.6012985706329346,data/emb_0104.pt,data/graph_0104.pt
Chris Wallace reacts to what we know about 2024 results so far,https://www.youtube.com/watch?v=vCQhf3RslMo,Will the Democratic candidate win Wisconsin by 0%-1.0%?,0.6000075340270996,data/emb_0104.pt,data/graph_0104.pt
Reporters outline the mood inside the Trump and Harris camps as some polls close,https://www.youtube.com/watch?v=KTzJ32E2u0M,Will the Republican candidate win North Carolina by 4.0% or more?,0.6354643106460571,data/emb_0106.pt,data/graph_0106.pt
Reporters outline the mood inside the Trump and Harris camps as some polls close,https://www.youtube.com/watch?v=KTzJ32E2u0M,Will the Republican candidate win North Carolina by 0%-1.0%?,0.6349892020225525,data/emb_0106.pt,data/graph_0106.pt
Reporters outline the mood inside the Trump and Harris camps as some polls close,https://www.youtube.com/watch?v=KTzJ32E2u0M,Will the Republican candidate win North Carolina by 2.0%-3.0%?,0.6308025121688843,data/emb_0106.pt,data/graph_0106.pt
Reporters outline the mood inside the Trump and Harris camps as some polls close,https://www.youtube.com/watch?v=KTzJ32E2u0M,Will the Republican candidate win North Carolina by 1.0%-2.0%?,0.6284793615341187,data/emb_0106.pt,data/graph_0106.pt
Reporters outline the mood inside the Trump and Harris camps as some polls close,https://www.youtube.com/watch?v=KTzJ32E2u0M,Will the Democratic candidate win North Carolina by 2%-3.0%?,0.6266031265258789,data/emb_0106.pt,data/graph_0106.pt
Reporters outline the mood inside the Trump and Harris camps as some polls close,https://www.youtube.com/watch?v=KTzJ32E2u0M,Will the Democratic candidate win North Carolina by 4.0% or more?,0.6256728172302246,data/emb_0106.pt,data/graph_0106.pt
Reporters outline the mood inside the Trump and Harris camps as some polls close,https://www.youtube.com/watch?v=KTzJ32E2u0M,Will the Democratic candidate win North Carolina by 0%-1.0%?,0.6255538463592529,data/emb_0106.pt,data/graph_0106.pt
Reporters outline the mood inside the Trump and Harris camps as some polls close,https://www.youtube.com/watch?v=KTzJ32E2u0M,Will the Democratic candidate win North Carolina by 1%-2.0%?,0.6244596242904663,data/emb_0106.pt,data/graph_0106.pt
Reporters outline the mood inside the Trump and Harris camps as some polls close,https://www.youtube.com/watch?v=KTzJ32E2u0M,Will the Republican candidate win North Carolina by 3.0%-4.0%?,0.623640775680542,data/emb_0106.pt,data/graph_0106.pt
Reporters outline the mood inside the Trump and Harris camps as some polls close,https://www.youtube.com/watch?v=KTzJ32E2u0M,Will the Democratic candidate win North Carolina by 3%-4.0%?,0.6233913898468018,data/emb_0106.pt,data/graph_0106.pt
See the most unforgettable moments of the 2024 election,https://www.youtube.com/watch?v=nGfwZNK97Vo,Will Joe Biden win the 2024 US Presidential Election?,0.6651774644851685,data/emb_0116.pt,data/graph_0116.pt
Pollster issues warning ahead of election based on what he's seeing online,https://www.youtube.com/watch?v=ilILYMV_xW0,"Trump wins 316-222 - AZ, GA, MI, MN, NC, PA, WI",0.6305792927742004,data/emb_0117.pt,data/graph_0117.pt
Pollster issues warning ahead of election based on what he's seeing online,https://www.youtube.com/watch?v=ilILYMV_xW0,"Trump wins 322-216 - AZ, GA, MI, MN, NV, PA, WI",0.6149674654006958,data/emb_0117.pt,data/graph_0117.pt
John King breaks down the 2024 race before Election Day,https://www.youtube.com/watch?v=o--IZS5Gfak,Will any other Democratic Politician win the 2024 US Presidential Election?,0.7155399322509766,data/emb_0119.pt,data/graph_0119.pt
John King breaks down the 2024 race before Election Day,https://www.youtube.com/watch?v=o--IZS5Gfak,Will any other Democrat Politician win the popular vote in the 2024 Presidential Election?,0.6984546184539795,data/emb_0119.pt,data/graph_0119.pt
John King breaks down the 2024 race before Election Day,https://www.youtube.com/watch?v=o--IZS5Gfak,Will Kamala Harris win the 2024 US Presidential Election?,0.6880924105644226,data/emb_0119.pt,data/graph_0119.pt
John King breaks down the 2024 race before Election Day,https://www.youtube.com/watch?v=o--IZS5Gfak,Will any other Republican Politician win the 2024 US Presidential Election?,0.6659824252128601,data/emb_0119.pt,data/graph_0119.pt
John King breaks down the 2024 race before Election Day,https://www.youtube.com/watch?v=o--IZS5Gfak,Will any other Republican Politician win the popular vote in the 2024 Presidential Election?,0.665084719657898,data/emb_0119.pt,data/graph_0119.pt
John King breaks down the 2024 race before Election Day,https://www.youtube.com/watch?v=o--IZS5Gfak,Will Joe Biden win the 2024 US Presidential Election?,0.6603521704673767,data/emb_0119.pt,data/graph_0119.pt
John King breaks down the 2024 race before Election Day,https://www.youtube.com/watch?v=o--IZS5Gfak,Will Hillary Clinton win the popular vote in the 2024 Presidential Election?,0.6534169912338257,data/emb_0119.pt,data/graph_0119.pt
John King breaks down the 2024 race before Election Day,https://www.youtube.com/watch?v=o--IZS5Gfak,Will Hillary Clinton win the 2024 US Presidential Election?,0.6531968116760254,data/emb_0119.pt,data/graph_0119.pt
John King breaks down the 2024 race before Election Day,https://www.youtube.com/watch?v=o--IZS5Gfak,Will either Kamala or Trump win every swing state?,0.63685142993927,data/emb_0119.pt,data/graph_0119.pt
John King breaks down the 2024 race before Election Day,https://www.youtube.com/watch?v=o--IZS5Gfak,Biden wins the Popular Vote?,0.6250512599945068,data/emb_0119.pt,data/graph_0119.pt
John King breaks down the 2024 race before Election Day,https://www.youtube.com/watch?v=o--IZS5Gfak,Kamala Harris wins the popular vote?,0.6151205897331238,data/emb_0119.pt,data/graph_0119.pt
