title,url,matching_questions,audio_file,video_file,question_file,text_file,threshold_label
JD Vance shreds VP Harris for View appearance: A record to be ashamed of,https://www.youtube.com/watch?v=2nkRkiUKu0k,Will Kamala Harris drop out of presidential race?,/media/user/data/polymarket/data/embbeding/audio/audio_0036.pt,/media/user/data/polymarket/data/embbeding/video/video_0036.pt,/media/user/data/polymarket/data/embbeding/question/question_0036.pt,/media/user/data/polymarket/data/embbeding/text/text_0036.pt,Impact
JD Vance shreds VP Harris for View appearance: A record to be ashamed of,https://www.youtube.com/watch?v=2nkRkiUKu0k,Will Kamala Harris win the 2024 US Presidential Election?,/media/user/data/polymarket/data/embbeding/audio/audio_0036.pt,/media/user/data/polymarket/data/embbeding/video/video_0036.pt,/media/user/data/polymarket/data/embbeding/question/question_0037.pt,/media/user/data/polymarket/data/embbeding/text/text_0036.pt,Impact
Kellyanne Conway: Trump has a chance to run the tables in November,https://www.youtube.com/watch?v=2yaqnE0MH6Q,Kamala Harris wins the popular vote?,/media/user/data/polymarket/data/embbeding/audio/audio_0041.pt,/media/user/data/polymarket/data/embbeding/video/video_0041.pt,/media/user/data/polymarket/data/embbeding/question/question_0041.pt,/media/user/data/polymarket/data/embbeding/text/text_0041.pt,Impact
Kellyanne Conway: Trump has a chance to run the tables in November,https://www.youtube.com/watch?v=2yaqnE0MH6Q,Trump gets more black voters than in 2020?,/media/user/data/polymarket/data/embbeding/audio/audio_0041.pt,/media/user/data/polymarket/data/embbeding/video/video_0041.pt,/media/user/data/polymarket/data/embbeding/question/question_0042.pt,/media/user/data/polymarket/data/embbeding/text/text_0041.pt,No impact
Kellyanne Conway: Trump has a chance to run the tables in November,https://www.youtube.com/watch?v=2yaqnE0MH6Q,"Will Kamala say ""Black men"" during Fox News interview?",/media/user/data/polymarket/data/embbeding/audio/audio_0041.pt,/media/user/data/polymarket/data/embbeding/video/video_0041.pt,/media/user/data/polymarket/data/embbeding/question/question_0043.pt,/media/user/data/polymarket/data/embbeding/text/text_0041.pt,Impact
Kellyanne Conway: Trump has a chance to run the tables in November,https://www.youtube.com/watch?v=2yaqnE0MH6Q,Will Kamala Harris win New York by the largest margin?,/media/user/data/polymarket/data/embbeding/audio/audio_0041.pt,/media/user/data/polymarket/data/embbeding/video/video_0041.pt,/media/user/data/polymarket/data/embbeding/question/question_0044.pt,/media/user/data/polymarket/data/embbeding/text/text_0041.pt,Impact
Iran reportedly moving missiles for attack on Israel,https://www.youtube.com/watch?v=31ojunOoa5Y,Israel x Hezbollah Ceasefire in 2024?,/media/user/data/polymarket/data/embbeding/audio/audio_0045.pt,/media/user/data/polymarket/data/embbeding/video/video_0045.pt,/media/user/data/polymarket/data/embbeding/question/question_0045.pt,/media/user/data/polymarket/data/embbeding/text/text_0045.pt,Impact
Kamala Harris thinks Trump is hiding?: Gutfeld,https://www.youtube.com/watch?v=3UqS4EI1Yxo,Trump flips Kamala on 538 before election?,/media/user/data/polymarket/data/embbeding/audio/audio_0046.pt,/media/user/data/polymarket/data/embbeding/video/video_0046.pt,/media/user/data/polymarket/data/embbeding/question/question_0046.pt,/media/user/data/polymarket/data/embbeding/text/text_0046.pt,Impact
IDF releases edited drone video they say is of Sinwar's final moments,https://www.youtube.com/watch?v=3leplsZLR3Y,Yahya Sinwar still Hamas leader by October 31?,/media/user/data/polymarket/data/embbeding/audio/audio_0047.pt,/media/user/data/polymarket/data/embbeding/video/video_0047.pt,/media/user/data/polymarket/data/embbeding/question/question_0047.pt,/media/user/data/polymarket/data/embbeding/text/text_0047.pt,No impact
CNN political commentators get into heated debate over Hunter Biden pardon,https://www.youtube.com/watch?v=3uCYhevAJhM,Will Biden pardon SBF?,/media/user/data/polymarket/data/embbeding/audio/audio_0048.pt,/media/user/data/polymarket/data/embbeding/video/video_0048.pt,/media/user/data/polymarket/data/embbeding/question/question_0048.pt,/media/user/data/polymarket/data/embbeding/text/text_0048.pt,Impact
CNN political commentators get into heated debate over Hunter Biden pardon,https://www.youtube.com/watch?v=3uCYhevAJhM,Will Biden pardon Trump?,/media/user/data/polymarket/data/embbeding/audio/audio_0048.pt,/media/user/data/polymarket/data/embbeding/video/video_0048.pt,/media/user/data/polymarket/data/embbeding/question/question_0050.pt,/media/user/data/polymarket/data/embbeding/text/text_0048.pt,Impact
Famous evangelist's granddaughter explains why she opposes Trump,https://www.youtube.com/watch?v=3wA3VQ4Muvc,Will Kamala Harris get 82-84m votes in the 2024 U.S. Presidential Election?,/media/user/data/polymarket/data/embbeding/audio/audio_0051.pt,/media/user/data/polymarket/data/embbeding/video/video_0051.pt,/media/user/data/polymarket/data/embbeding/question/question_0051.pt,/media/user/data/polymarket/data/embbeding/text/text_0051.pt,Impact
Famous evangelist's granddaughter explains why she opposes Trump,https://www.youtube.com/watch?v=3wA3VQ4Muvc,Will Kamala Harris win the 2024 US Presidential Election?,/media/user/data/polymarket/data/embbeding/audio/audio_0051.pt,/media/user/data/polymarket/data/embbeding/video/video_0051.pt,/media/user/data/polymarket/data/embbeding/question/question_0052.pt,/media/user/data/polymarket/data/embbeding/text/text_0051.pt,Impact
Famous evangelist's granddaughter explains why she opposes Trump,https://www.youtube.com/watch?v=3wA3VQ4Muvc,Will Kamala Harris get  70-72m votes in the 2024 U.S. Presidential Election?,/media/user/data/polymarket/data/embbeding/audio/audio_0051.pt,/media/user/data/polymarket/data/embbeding/video/video_0051.pt,/media/user/data/polymarket/data/embbeding/question/question_0053.pt,/media/user/data/polymarket/data/embbeding/text/text_0051.pt,Impact
Famous evangelist's granddaughter explains why she opposes Trump,https://www.youtube.com/watch?v=3wA3VQ4Muvc,Will Kamala Harris get  72-74m votes in the 2024 U.S. Presidential Election?,/media/user/data/polymarket/data/embbeding/audio/audio_0051.pt,/media/user/data/polymarket/data/embbeding/video/video_0051.pt,/media/user/data/polymarket/data/embbeding/question/question_0054.pt,/media/user/data/polymarket/data/embbeding/text/text_0051.pt,Impact
Famous evangelist's granddaughter explains why she opposes Trump,https://www.youtube.com/watch?v=3wA3VQ4Muvc,Will Kamala Harris get  74-76m votes in the 2024 U.S. Presidential Election?,/media/user/data/polymarket/data/embbeding/audio/audio_0051.pt,/media/user/data/polymarket/data/embbeding/video/video_0051.pt,/media/user/data/polymarket/data/embbeding/question/question_0055.pt,/media/user/data/polymarket/data/embbeding/text/text_0051.pt,Impact
Famous evangelist's granddaughter explains why she opposes Trump,https://www.youtube.com/watch?v=3wA3VQ4Muvc,Will Kamala Harris get  76-78m votes in the 2024 U.S. Presidential Election?,/media/user/data/polymarket/data/embbeding/audio/audio_0051.pt,/media/user/data/polymarket/data/embbeding/video/video_0051.pt,/media/user/data/polymarket/data/embbeding/question/question_0056.pt,/media/user/data/polymarket/data/embbeding/text/text_0051.pt,Impact
Famous evangelist's granddaughter explains why she opposes Trump,https://www.youtube.com/watch?v=3wA3VQ4Muvc,Will George W. Bush endorse Kamala Harris?,/media/user/data/polymarket/data/embbeding/audio/audio_0051.pt,/media/user/data/polymarket/data/embbeding/video/video_0051.pt,/media/user/data/polymarket/data/embbeding/question/question_0057.pt,/media/user/data/polymarket/data/embbeding/text/text_0051.pt,Impact
Famous evangelist's granddaughter explains why she opposes Trump,https://www.youtube.com/watch?v=3wA3VQ4Muvc,Kamala Harris wins the popular vote?,/media/user/data/polymarket/data/embbeding/audio/audio_0051.pt,/media/user/data/polymarket/data/embbeding/video/video_0051.pt,/media/user/data/polymarket/data/embbeding/question/question_0058.pt,/media/user/data/polymarket/data/embbeding/text/text_0051.pt,Impact
Famous evangelist's granddaughter explains why she opposes Trump,https://www.youtube.com/watch?v=3wA3VQ4Muvc,Will Kamala Harris get 80-82m votes in the 2024 U.S. Presidential Election?,/media/user/data/polymarket/data/embbeding/audio/audio_0051.pt,/media/user/data/polymarket/data/embbeding/video/video_0051.pt,/media/user/data/polymarket/data/embbeding/question/question_0059.pt,/media/user/data/polymarket/data/embbeding/text/text_0051.pt,Impact
Famous evangelist's granddaughter explains why she opposes Trump,https://www.youtube.com/watch?v=3wA3VQ4Muvc,Will Kamala Harris get 78-80m votes in the 2024 U.S. Presidential Election?,/media/user/data/polymarket/data/embbeding/audio/audio_0051.pt,/media/user/data/polymarket/data/embbeding/video/video_0051.pt,/media/user/data/polymarket/data/embbeding/question/question_0060.pt,/media/user/data/polymarket/data/embbeding/text/text_0051.pt,Impact
Famous evangelist's granddaughter explains why she opposes Trump,https://www.youtube.com/watch?v=3wA3VQ4Muvc,Will Kamala Harris get 86-88m votes in the 2024 U.S. Presidential Election?,/media/user/data/polymarket/data/embbeding/audio/audio_0051.pt,/media/user/data/polymarket/data/embbeding/video/video_0051.pt,/media/user/data/polymarket/data/embbeding/question/question_0061.pt,/media/user/data/polymarket/data/embbeding/text/text_0051.pt,Impact
Famous evangelist's granddaughter explains why she opposes Trump,https://www.youtube.com/watch?v=3wA3VQ4Muvc,Will Kamala Harris get 84-86m votes in the 2024 U.S. Presidential Election?,/media/user/data/polymarket/data/embbeding/audio/audio_0051.pt,/media/user/data/polymarket/data/embbeding/video/video_0051.pt,/media/user/data/polymarket/data/embbeding/question/question_0062.pt,/media/user/data/polymarket/data/embbeding/text/text_0051.pt,Impact
Incoming border czar' details Trump administration's plans to handle illegal immigration,https://www.youtube.com/watch?v=3yzZDJok7vc,Will Trump nominate Thomas Homan for Homeland Security Secretary?,/media/user/data/polymarket/data/embbeding/audio/audio_0063.pt,/media/user/data/polymarket/data/embbeding/video/video_0063.pt,/media/user/data/polymarket/data/embbeding/question/question_0063.pt,/media/user/data/polymarket/data/embbeding/text/text_0063.pt,Impact
It's pointing to something': New Jersey mayor on where he thinks drones are originating from,https://www.youtube.com/watch?v=45hWaheKvFI,New Jersey mystery drones from foreign country?,/media/user/data/polymarket/data/embbeding/audio/audio_0065.pt,/media/user/data/polymarket/data/embbeding/video/video_0065.pt,/media/user/data/polymarket/data/embbeding/question/question_0066.pt,/media/user/data/polymarket/data/embbeding/text/text_0065.pt,Impact
Trey Yingst warns of 'catastrophe in the making' for Americans in Lebanon,https://www.youtube.com/watch?v=46K3xM3kTSQ,Will Israel invade Lebanon in September?,/media/user/data/polymarket/data/embbeding/audio/audio_0067.pt,/media/user/data/polymarket/data/embbeding/video/video_0067.pt,/media/user/data/polymarket/data/embbeding/question/question_0067.pt,/media/user/data/polymarket/data/embbeding/text/text_0067.pt,Impact
Trey Yingst warns of 'catastrophe in the making' for Americans in Lebanon,https://www.youtube.com/watch?v=46K3xM3kTSQ,Will Israel invade Lebanon before November?,/media/user/data/polymarket/data/embbeding/audio/audio_0067.pt,/media/user/data/polymarket/data/embbeding/video/video_0067.pt,/media/user/data/polymarket/data/embbeding/question/question_0068.pt,/media/user/data/polymarket/data/embbeding/text/text_0067.pt,Impact
See results of CNN's final polls in two key battleground states,https://www.youtube.com/watch?v=4F6GGZxcICE,"Harris wins the election but loses WI, MI, or PA?",/media/user/data/polymarket/data/embbeding/audio/audio_0069.pt,/media/user/data/polymarket/data/embbeding/video/video_0069.pt,/media/user/data/polymarket/data/embbeding/question/question_0069.pt,/media/user/data/polymarket/data/embbeding/text/text_0069.pt,Impact
House Ethics report finds evidence Gaetz paid thousands for sex and drugs,https://www.youtube.com/watch?v=4PAcSviKfwQ,Will Matt Gaetz be Trump's Attorney General?,/media/user/data/polymarket/data/embbeding/audio/audio_0070.pt,/media/user/data/polymarket/data/embbeding/video/video_0070.pt,/media/user/data/polymarket/data/embbeding/question/question_0070.pt,/media/user/data/polymarket/data/embbeding/text/text_0070.pt,Impact
Hear Democratic senator's advice for Zelensky,https://www.youtube.com/watch?v=4UB3tgGcV0U,Trump meets with Zelenskyy in March?,/media/user/data/polymarket/data/embbeding/audio/audio_0071.pt,/media/user/data/polymarket/data/embbeding/video/video_0071.pt,/media/user/data/polymarket/data/embbeding/question/question_0071.pt,/media/user/data/polymarket/data/embbeding/text/text_0071.pt,Impact
Gutfeld!: Trump has fun at McDonalds,https://www.youtube.com/watch?v=4lVbsXXSstU,Kamala Harris blowout victory?,/media/user/data/polymarket/data/embbeding/audio/audio_0072.pt,/media/user/data/polymarket/data/embbeding/video/video_0072.pt,/media/user/data/polymarket/data/embbeding/question/question_0072.pt,/media/user/data/polymarket/data/embbeding/text/text_0072.pt,Impact
Gutfeld!: Trump has fun at McDonalds,https://www.youtube.com/watch?v=4lVbsXXSstU,Will Kamala lead in RCP by 3.5 or more on Oct 25?,/media/user/data/polymarket/data/embbeding/audio/audio_0072.pt,/media/user/data/polymarket/data/embbeding/video/video_0072.pt,/media/user/data/polymarket/data/embbeding/question/question_0073.pt,/media/user/data/polymarket/data/embbeding/text/text_0072.pt,Impact
Gutfeld!: Trump has fun at McDonalds,https://www.youtube.com/watch?v=4lVbsXXSstU,Will Kamala lead in RCP by 2-2.4 on Oct 25?,/media/user/data/polymarket/data/embbeding/audio/audio_0072.pt,/media/user/data/polymarket/data/embbeding/video/video_0072.pt,/media/user/data/polymarket/data/embbeding/question/question_0074.pt,/media/user/data/polymarket/data/embbeding/text/text_0072.pt,Impact
Gutfeld!: Trump has fun at McDonalds,https://www.youtube.com/watch?v=4lVbsXXSstU,Will Kamala lead in RCP by 3-3.4 on Oct 25?,/media/user/data/polymarket/data/embbeding/audio/audio_0072.pt,/media/user/data/polymarket/data/embbeding/video/video_0072.pt,/media/user/data/polymarket/data/embbeding/question/question_0075.pt,/media/user/data/polymarket/data/embbeding/text/text_0072.pt,Impact
Gutfeld!: Trump has fun at McDonalds,https://www.youtube.com/watch?v=4lVbsXXSstU,Kamala flips a 2020 Trump state?,/media/user/data/polymarket/data/embbeding/audio/audio_0072.pt,/media/user/data/polymarket/data/embbeding/video/video_0072.pt,/media/user/data/polymarket/data/embbeding/question/question_0076.pt,/media/user/data/polymarket/data/embbeding/text/text_0072.pt,Impact
Gutfeld!: Trump has fun at McDonalds,https://www.youtube.com/watch?v=4lVbsXXSstU,Will Kamala Harris drop out of presidential race?,/media/user/data/polymarket/data/embbeding/audio/audio_0072.pt,/media/user/data/polymarket/data/embbeding/video/video_0072.pt,/media/user/data/polymarket/data/embbeding/question/question_0077.pt,/media/user/data/polymarket/data/embbeding/text/text_0072.pt,Impact
Gutfeld!: Trump has fun at McDonalds,https://www.youtube.com/watch?v=4lVbsXXSstU,Will Kamala Harris be D-nom for VP on Election Day?,/media/user/data/polymarket/data/embbeding/audio/audio_0072.pt,/media/user/data/polymarket/data/embbeding/video/video_0072.pt,/media/user/data/polymarket/data/embbeding/question/question_0078.pt,/media/user/data/polymarket/data/embbeding/text/text_0072.pt,No impact
Gutfeld!: Trump has fun at McDonalds,https://www.youtube.com/watch?v=4lVbsXXSstU,Will Kamala win New York by 10+ points?,/media/user/data/polymarket/data/embbeding/audio/audio_0072.pt,/media/user/data/polymarket/data/embbeding/video/video_0072.pt,/media/user/data/polymarket/data/embbeding/question/question_0079.pt,/media/user/data/polymarket/data/embbeding/text/text_0072.pt,No impact
Gutfeld!: Trump has fun at McDonalds,https://www.youtube.com/watch?v=4lVbsXXSstU,Will Kamala Harris win the 2024 US Presidential Election?,/media/user/data/polymarket/data/embbeding/audio/audio_0072.pt,/media/user/data/polymarket/data/embbeding/video/video_0072.pt,/media/user/data/polymarket/data/embbeding/question/question_0080.pt,/media/user/data/polymarket/data/embbeding/text/text_0072.pt,Impact
Gutfeld!: Trump has fun at McDonalds,https://www.youtube.com/watch?v=4lVbsXXSstU,Will Kamala go on Joe Rogan before election?,/media/user/data/polymarket/data/embbeding/audio/audio_0072.pt,/media/user/data/polymarket/data/embbeding/video/video_0072.pt,/media/user/data/polymarket/data/embbeding/question/question_0081.pt,/media/user/data/polymarket/data/embbeding/text/text_0072.pt,Impact
Gutfeld!: Trump has fun at McDonalds,https://www.youtube.com/watch?v=4lVbsXXSstU,Will Kamala lead in RCP by 2.5-2.9 on Oct 25?,/media/user/data/polymarket/data/embbeding/audio/audio_0072.pt,/media/user/data/polymarket/data/embbeding/video/video_0072.pt,/media/user/data/polymarket/data/embbeding/question/question_0082.pt,/media/user/data/polymarket/data/embbeding/text/text_0072.pt,Impact
